11,Labuyo,CAR,Benguet,2005,TY,5.00,95.00,998.90,1.00,646800.00,229.00,177694.00,26.00,57.00,98.00,87.00,57.00,549.00,14496.00,163349.00,1867.00,1672.00,2.00,4.00,2100000.00,
12,Labuyo,CAR,Benguet,2005,TY,5.00,95.00,998.90,1.00,646800.00,229.00,177694.00,26.00,57.00,98.00,87.00,57.00,549.00,14496.00,163349.00,1867.00,1672.00,3.00,0.00,9113000.00,
13,Labuyo,CAR,Kalinga,2005,TY,5.00,95.00,998.90,2.00,179914.00,55.00,177694.00,26.00,74.00,105.00,87.00,57.00,549.00,13423.00,15228.00,3925.00,368.00,1.00,0.00,7050000.00,
14,Labuyo,CAR,Ifugao,2005,TY,5.00,95.00,998.90,0.00,175110.00,67.00,177694.00,26.00,69.00,107.00,87.00,57.00,549.00,15213.00,13554.00,4945.00,225.00,0.00,0.00,84583000.00,
15,Labuyo,CAR,Mt. Province,2005,TY,5.00,95.00,998.90,0.00,146321.00,61.00,177694.00,26.00,78.00,106.00,87.00,57.00,549.00,7066.00,20286.00,1299.00,263.00,0.00,0.00,35199000.00,
16,Labuyo,I,Ilocos Norte,2005,TY,5.00,95.00,998.90,2.00,537632.00,157.00,135955.00,19.00,61.00,102.00,90.00,124.00,915.00,12641.00,90617.00,6008.00,1484.00,3.00,17002.00,51959000.00,
17,Labuyo,I,Ilocos Norte,2005,TY,5.00,95.00,998.90,0.00,537632.00,157.00,135955.00,19.00,61.00,102.00,90.00,124.00,915.00,12641.00,90617.00,6008.00,1484.00,0.00,0.00,0.00,
18,Labuyo,I,Ilocos Sur,2005,TY,5.00,95.00,998.90,2.00,621761.00,240.00,135955.00,22.00,63.00,101.00,90.00,124.00,915.00,21456.00,97129.00,5793.00,1065.00,1.00,0.00,3619000.00,
19,Labuyo,I,La Union,2005,TY,5.00,95.00,998.90,1.00,702372.00,468.00,135955.00,25.00,63.00,101.00,90.00,124.00,915.00,34124.00,102811.00,3864.00,847.00,0.00,2.00,1200000.00,
20,Labuyo,II,Cagayan,2005,TY,5.00,95.00,998.90,2.00,1049382.00,112.00,136946.00,30.00,66.00,104.00,85.00,72.00,986.00,48690.00,122189.00,33362.00,4458.00,3.00,36.00,106663000.00,
21,Labuyo,II,Isabela,2005,TY,5.00,95.00,998.90,1.00,1367955.00,104.00,136946.00,30.00,64.00,105.00,85.00,72.00,986.00,58812.00,186964.00,34733.00,2592.00,0.00,0.00,110377000.00,
22,Labuyo,II,Quirino,2005,TY,5.00,95.00,998.90,1.00,159165.00,69.00,136946.00,14.00,66.00,107.00,85.00,72.00,986.00,12426.00,16582.00,4162.00,387.00,0.00,0.00,3921000.00,
23,Labuyo,IV-B,Marinduque,2005,TY,5.00,95.00,998.90,1.00,226069.00,237.00,106927.00,43.00,83.00,102.00,83.00,57.00,753.00,11476.00,26661.00,8564.00,868.00,0.00,23.00,0.00,
24,Labuyo,V,Camarines Sur,2005,TY,5.00,95.00,998.90,1.00,1651890.00,300.00,119539.00,48.00,81.00,105.00,80.00,124.00,1096.00,52765.00,142982.00,103927.00,16063.00,2.00,479.00,50106000.00,
25,Labuyo,V,Masbate,2005,TY,5.00,95.00,998.90,1.00,750911.00,181.00,119539.00,53.00,99.00,105.00,80.00,124.00,1096.00,21503.00,33934.00,85187.00,7610.00,1.00,0.00,0.00,
26,Labuyo,V,Albay,2005,TY,5.00,95.00,998.90,1.00,1158841.00,450.00,119539.00,36.00,78.00,104.00,80.00,124.00,1096.00,24996.00,119425.00,59344.00,19615.00,1.00,161.00,17120000.00,
27,Labuyo,VIII,Leyte,2005,TY,5.00,95.00,998.90,1.00,1685476.00,258.00,117645.00,39.00,76.00,105.00,75.00,75.00,805.00,88552.00,135829.00,110200.00,12955.00,0.00,4.00,4620000.00,
28,Quedan,I,Ilocos Sur,2005,TD,3.00,55.00,1002.80,1.00,621761.00,240.00,135955.00,22.00,63.00,101.00,90.00,124.00,915.00,21456.00,97129.00,5793.00,1065.00,8.00,0.00,0.00,
29,Quedan,II,Isabela,2005,TD,3.00,55.00,1002.80,0.00,1367955.00,104.00,136946.00,30.00,64.00,105.00,85.00,72.00,986.00,58812.00,186964.00,34733.00,2592.00,0.00,0.00,838706000.00,
30,Quedan,II,Cagayan,2005,TD,3.00,55.00,1002.80,0.00,1049382.00,112.00,136946.00,30.00,66.00,104.00,85.00,72.00,986.00,48690.00,122189.00,33362.00,4458.00,0.00,0.00,296854000.00,
31,Quedan,II,Quirino,2005,TD,3.00,55.00,1002.80,0.00,159165.00,69.00,136946.00,14.00,66.00,107.00,85.00,72.00,986.00,12426.00,16582.00,4162.00,387.00,0.00,0.00,40582000.00,
32,Quedan,II,Nueva Vizcaya,2005,TD,3.00,55.00,1002.80,0.00,388760.00,81.00,136946.00,16.00,64.00,105.00,85.00,72.00,986.00,26104.00,47418.00,8455.00,518.00,0.00,0.00,55462000.00,
33,Quedan,III,Aurora,2005,TD,3.00,55.00,1002.80,0.00,183689.00,59.00,184200.00,36.00,78.00,107.00,89.00,202.00,1681.00,10673.00,18915.00,7990.00,666.00,0.00,0.00,9939000.00,
34,Quedan,IV-B,Palawan,2005,TD,3.00,55.00,1002.80,1.00,851082.00,50.00,106927.00,37.00,86.00,108.00,83.00,57.00,753.00,41881.00,49636.00,126122.00,4252.00,9.00,11.00,0.00,
35,Quedan,IV-B,Oriental Mindoro,2005,TD,3.00,55.00,1002.80,1.00,719933.00,170.00,106927.00,47.00,84.00,104.00,83.00,57.00,753.00,22644.00,73527.00,43985.00,6700.00,1.00,59.00,253036000.00,
36,Quedan,IV-B,Occidental Mindoro,2005,TD,3.00,55.00,1002.80,1.00,409591.00,70.00,106927.00,46.00,77.00,108.00,83.00,57.00,753.00,11744.00,38055.00,32072.00,3811.00,6.00,0.00,0.00,
37,Quedan,V,Sorsogon,2005,TD,3.00,55.00,1002.80,0.00,692248.00,327.00,119539.00,42.00,86.00,105.00,80.00,124.00,1096.00,9819.00,51955.00,53395.00,20560.00,0.00,0.00,16219000.00,
38,Quedan,V,Camarines Sur,2005,TD,3.00,55.00,1002.80,0.00,1651890.00,300.00,119539.00,48.00,81.00,105.00,80.00,124.00,1096.00,52765.00,142982.00,103927.00,16063.00,0.00,0.00,16171000.00,
39,Quedan,V,Camarines Norte,2005,TD,3.00,55.00,1002.80,1.00,501074.00,220.00,119539.00,41.00,79.00,105.00,80.00,124.00,1096.00,11787.00,44247.00,37094.00,8090.00,10.00,12.00,500000.00,
40,Quedan,V,Albay,2005,TD,3.00,55.00,1002.80,0.00,1158841.00,450.00,119539.00,36.00,78.00,104.00,80.00,124.00,1096.00,24996.00,119425.00,59344.00,19615.00,1.00,0.00,0.00,
41,Quedan,V,Catanduanes,2005,TD,3.00,55.00,1002.80,0.00,227647.00,153.00,119539.00,47.00,87.00,105.00,80.00,124.00,1096.00,10170.00,21146.00,10979.00,1602.00,0.00,0.00,1672000.00,
42,Quedan,VI,Aklan,2005,TD,3.00,55.00,1002.80,1.00,482189.00,274.00,123270.00,41.00,72.00,103.00,82.00,89.00,1594.00,4898.00,34919.00,45086.00,12109.00,1.00,338.00,100288000.00,
43,Quedan,VI,Iloilo,2005,TD,3.00,55.00,1002.80,1.00,2055983.00,405.00,123270.00,20.00,63.00,103.00,82.00,89.00,1594.00,160840.00,172519.00,66054.00,5147.00,2.00,518.00,14317000.00,
44,Quedan,VI,Capiz,2005,TD,3.00,55.00,1002.80,1.00,687749.00,265.00,123270.00,30.00,76.00,104.00,82.00,89.00,1594.00,50437.00,48936.00,35478.00,2679.00,0.00,0.00,0.00,
45,Quedan,VI,Negros Occidental,2005,TD,3.00,55.00,1002.80,1.00,2779395.00,347.00,123270.00,28.00,66.00,105.00,82.00,89.00,1594.00,184130.00,228310.00,124941.00,10134.00,0.00,43.00,10000000.00,
46,Quedan,VIII,Leyte,2005,TD,3.00,55.00,1002.80,1.00,1685476.00,258.00,117645.00,39.00,76.00,105.00,75.00,75.00,805.00,88552.00,135829.00,110200.00,12955.00,0.00,35.00,1900000.00,
47,Quedan,VIII,Northern Samar,2005,TD,3.00,55.00,1002.80,0.00,535253.00,145.00,117645.00,54.00,91.00,105.00,75.00,75.00,805.00,11121.00,22595.00,58171.00,8881.00,0.00,0.00,18300000.00,
48,Quedan,VIII,Eastern Samar,2005,TD,3.00,55.00,1002.80,0.00,396519.00,86.00,117645.00,50.00,85.00,107.00,75.00,75.00,805.00,17627.00,25407.00,34700.00,2201.00,0.00,0.00,2500000.00,
49,Quedan,IX,Zamboanga del Norte,2005,TD,3.00,55.00,1002.80,0.00,882366.00,121.00,113535.00,65.00,72.00,105.00,77.00,71.00,674.00,46201.00,34748.00,90238.00,3909.00,0.00,0.00,0.00,
50,Quedan,IX,Zamboanga Sibugay,2005,TD,3.00,55.00,1002.80,0.00,531729.00,153.00,113535.00,50.00,83.00,108.00,77.00,71.00,674.00,27411.00,15318.00,53074.00,1927.00,0.00,0.00,7099000.00,
51,Quedan,CAR,Kalinga,2005,TD,3.00,55.00,1002.80,0.00,179914.00,55.00,177694.00,26.00,74.00,105.00,87.00,57.00,549.00,13423.00,15228.00,3925.00,368.00,0.00,0.00,0.00,
52,Quedan,XIII,Surigao del Sur,2005,TD,3.00,55.00,1002.80,0.00,532923.00,108.00,107901.00,44.00,76.00,105.00,83.00,54.00,514.00,23362.00,18967.00,55944.00,3583.00,1.00,8.00,40532000.00,
53,Quedan,XIII,Surigao del Norte,2005,TD,3.00,55.00,1002.80,0.00,399146.00,204.00,107901.00,51.00,76.00,103.00,83.00,54.00,514.00,14999.00,30912.00,34629.00,4529.00,0.00,10.00,26218000.00,
54,Quedan,XIII,Agusan del Norte,2005,TD,3.00,55.00,1002.80,0.00,591506.00,173.00,107901.00,44.00,75.00,107.00,83.00,54.00,514.00,35713.00,32009.00,42562.00,4447.00,0.00,61.00,78152000.00,
55,Caloy,I,Ilocos Sur,2006,TY,7.00,160.00,981.00,1.00,627424.00,242.00,142358.00,21.00,63.00,102.00,90.00,123.00,978.00,21094.00,101012.00,5132.00,962.00,4.00,37.00,77660385.00,
56,Caloy,I,Ilocos Norte,2006,TY,7.00,160.00,981.00,1.00,542437.00,159.00,142358.00,18.00,60.00,102.00,90.00,123.00,978.00,12295.00,93790.00,5508.00,1373.00,10.00,3.00,955850.00,
57,Caloy,I,La Union,2006,TY,7.00,160.00,981.00,1.00,711611.00,475.00,142358.00,26.00,62.00,102.00,90.00,123.00,978.00,33977.00,107636.00,3501.00,811.00,1.00,54.00,85869000.00,
58,Caloy,I,Pangasinan,2006,TY,7.00,160.00,981.00,1.00,2614120.00,480.00,142358.00,29.00,68.00,103.00,90.00,123.00,978.00,107522.00,359753.00,51613.00,11848.00,0.00,16.00,4600000.00,
59,Caloy,IV-A,Quezon,2006,TY,7.00,160.00,981.00,2.00,1852326.00,210.00,209749.00,34.00,73.00,105.00,92.00,259.00,2112.00,150238.00,269667.00,90783.00,66429.00,4.00,692.00,0.00,
60,Caloy,IV-A,Laguna,2006,TY,7.00,160.00,981.00,1.00,2393677.00,1241.00,209749.00,6.00,57.00,98.00,92.00,259.00,2112.00,77213.00,420719.00,8344.00,6156.00,7.00,1178.00,111118062.47,
61,Caloy,IV-A,Rizal,2006,TY,7.00,160.00,981.00,1.00,2203052.00,1863.00,209749.00,3.00,60.00,100.00,92.00,259.00,2112.00,80425.00,355231.00,12039.00,5408.00,0.00,147.00,0.00,
62,Caloy,IV-A,Cavite,2006,TY,7.00,160.00,981.00,2.00,2726986.00,1787.00,209749.00,2.00,58.00,97.00,92.00,259.00,2112.00,68892.00,486804.00,16204.00,6325.00,0.00,0.00,8478773.27,
63,Caloy,IV-A,Batangas,2006,TY,7.00,160.00,981.00,2.00,2193729.00,704.00,209749.00,14.00,63.00,101.00,92.00,259.00,2112.00,60022.00,358539.00,16403.00,5344.00,23.00,6849.00,2310405002.00,
64,Caloy,IV-B,Marinduque,2006,TY,7.00,160.00,981.00,2.00,227846.00,239.00,108946.00,41.00,83.00,102.00,83.00,64.00,686.00,11861.00,27781.00,8184.00,777.00,8.00,2655.00,56938700.00,
65,Caloy,IV-B,Occidental Mindoro,2006,TY,7.00,160.00,981.00,2.00,415726.00,71.00,108946.00,43.00,76.00,109.00,83.00,64.00,686.00,12408.00,40170.00,32056.00,3595.00,4.00,2544.00,4379000.00,
66,Caloy,IV-B,Oriental Mindoro,2006,TY,7.00,160.00,981.00,2.00,727808.00,172.00,108946.00,44.00,85.00,105.00,83.00,64.00,686.00,23307.00,77776.00,42983.00,6350.00,19.00,26437.00,80691499.00,
67,Caloy,IV-B,Romblon,2006,TY,7.00,160.00,981.00,2.00,277518.00,181.00,108946.00,46.00,88.00,104.00,83.00,64.00,686.00,7619.00,23653.00,22007.00,3451.00,8.00,10417.00,229334000.00,
68,Caloy,IV-B,Palawan,2006,TY,7.00,160.00,981.00,1.00,871623.00,51.00,108946.00,35.00,88.00,109.00,83.00,64.00,686.00,44131.00,54197.00,126289.00,4125.00,7.00,53.00,664000.00,
69,Caloy,V,Albay,2006,TY,7.00,160.00,981.00,3.00,1172927.00,456.00,125184.00,36.00,77.00,104.00,80.00,123.00,1115.00,26955.00,126543.00,56990.00,18368.00,3.00,7158.00,609262027.84,
70,Caloy,V,Camarines Sur,2006,TY,7.00,160.00,981.00,2.00,1672724.00,303.00,125184.00,48.00,81.00,105.00,80.00,123.00,1115.00,54501.00,150824.00,102771.00,15494.00,0.00,36.00,75178359.71,
71,Caloy,V,Camarines Norte,2006,TY,7.00,160.00,981.00,2.00,507389.00,223.00,125184.00,41.00,79.00,105.00,80.00,123.00,1115.00,11616.00,46546.00,37271.00,8194.00,0.00,0.00,1579632.00,
72,Caloy,V,Catanduanes,2006,TY,7.00,160.00,981.00,3.00,230188.00,154.00,125184.00,41.00,87.00,106.00,80.00,123.00,1115.00,10422.00,22190.00,10628.00,1600.00,0.00,0.00,4453168.23,
73,Caloy,V,Sorsogon,2006,TY,7.00,160.00,981.00,3.00,700906.00,331.00,125184.00,41.00,86.00,105.00,80.00,123.00,1115.00,10210.00,55695.00,52297.00,20579.00,7.00,9149.00,116892193.93,
74,Caloy,V,Masbate,2006,TY,7.00,160.00,981.00,2.00,759871.00,184.00,125184.00,54.00,100.00,105.00,80.00,123.00,1115.00,23365.00,36420.00,84473.00,7097.00,31.00,8517.00,133959025.77,
75,Caloy,VI,Capiz,2006,TY,7.00,160.00,981.00,1.00,694672.00,268.00,129905.00,30.00,77.00,104.00,82.00,86.00,1604.00,52320.00,51591.00,34191.00,2374.00,14.00,504.00,16550000.00,
76,Caloy,VI,Aklan,2006,TY,7.00,160.00,981.00,1.00,488613.00,278.00,129905.00,42.00,71.00,104.00,82.00,86.00,1604.00,5153.00,37432.00,45153.00,11870.00,0.00,1408.00,51810000.00,
77,Caloy,VI,Antique,2006,TY,7.00,160.00,981.00,1.00,508976.00,186.00,129905.00,52.00,84.00,105.00,82.00,86.00,1604.00,25900.00,38644.00,36036.00,3094.00,1.00,15.00,18267000.00,
78,Caloy,VI,Guimaras,2006,TY,7.00,160.00,981.00,1.00,149799.00,245.00,129905.00,25.00,64.00,107.00,82.00,86.00,1604.00,10665.00,12767.00,7296.00,398.00,0.00,3.00,1000000.00,
79,Caloy,VI,Negros Occidental,2006,TY,7.00,160.00,981.00,1.00,2824219.00,353.00,129905.00,28.00,65.00,106.00,82.00,86.00,1604.00,186709.00,240559.00,123986.00,9181.00,3.00,4.00,41585000.00,
80,Caloy,VI,Iloilo,2006,TY,7.00,160.00,981.00,1.00,2083107.00,410.00,129905.00,22.00,61.00,104.00,82.00,86.00,1604.00,164316.00,180774.00,64552.00,4532.00,8.00,555.00,123401000.00,
81,Caloy,VIII,Southern Leyte,2006,TY,7.00,160.00,981.00,1.00,386308.00,214.00,125731.00,34.00,75.00,106.00,74.00,79.00,813.00,24646.00,38551.00,15006.00,1902.00,0.00,0.00,25000000.00,
82,Caloy,VIII,Northern Samar,2006,TY,7.00,160.00,981.00,3.00,542457.00,147.00,125731.00,53.00,91.00,106.00,74.00,79.00,813.00,11649.00,24424.00,57655.00,8987.00,11.00,1897.00,31967199.00,
83,Caloy,VIII,Eastern Samar,2006,TY,7.00,160.00,981.00,3.00,400794.00,87.00,125731.00,51.00,85.00,108.00,74.00,79.00,813.00,18372.00,26927.00,34380.00,2080.00,0.00,0.00,10000000.00,
84,Caloy,VIII,Samar,2006,TY,7.00,160.00,981.00,2.00,687161.00,114.00,125731.00,40.00,86.00,108.00,74.00,79.00,813.00,25956.00,34661.00,65829.00,5848.00,0.00,285.00,27466288.00,
85,Caloy,VIII,Leyte,2006,TY,7.00,160.00,981.00,1.00,1704748.00,261.00,125731.00,38.00,76.00,106.00,74.00,79.00,813.00,90901.00,143369.00,108044.00,12439.00,0.00,0.00,51025090.00,
86,Caloy,VIII,Biliran,2006,TY,7.00,160.00,981.00,2.00,148597.00,277.00,125731.00,30.00,83.00,106.00,74.00,79.00,813.00,7115.00,13081.00,9744.00,1104.00,0.00,1.00,10402900.00,
87,Caloy,NCR,Metro Manila,2006,TY,7.00,160.00,981.00,1.00,11302020.00,18243.00,310860.00,5.00,50.00,96.00,94.00,222.00,20.00,360364.00,1944143.00,60504.00,42014.00,4.00,1.00,0.00,
88,Florita,I,La Union,2006,TY,5.00,120.00,982.80,1.00,711611.00,475.00,142358.00,26.00,62.00,102.00,90.00,123.00,978.00,33977.00,107636.00,3501.00,811.00,6.00,64.00,3842826.00,
89,Florita,I,Ilocos Sur,2006,TY,5.00,120.00,982.80,1.00,627424.00,242.00,142358.00,21.00,63.00,102.00,90.00,123.00,978.00,21094.00,101012.00,5132.00,962.00,6.00,0.00,200447.00,
90,Florita,I,Ilocos Norte,2006,TY,5.00,120.00,982.80,2.00,542437.00,159.00,142358.00,18.00,60.00,102.00,90.00,123.00,978.00,12295.00,93790.00,5508.00,1373.00,13.00,5884.00,59155244.75,
91,Florita,I,Pangasinan,2006,TY,5.00,120.00,982.80,1.00,2614120.00,480.00,142358.00,29.00,68.00,103.00,90.00,123.00,978.00,107522.00,359753.00,51613.00,11848.00,6.00,0.00,16000103.00,
92,Florita,III,Tarlac,2006,TY,5.00,120.00,982.80,1.00,1216849.00,399.00,197640.00,18.00,65.00,104.00,90.00,201.00,1866.00,30611.00,190834.00,20346.00,4869.00,5.00,0.00,0.00,
93,Florita,III,Bulacan,2006,TY,5.00,120.00,982.80,0.00,2729554.00,981.00,197640.00,7.00,61.00,101.00,90.00,201.00,1866.00,55401.00,480989.00,12471.00,9622.00,2.00,0.00,0.00,
94,Florita,III,Pampanga,2006,TY,5.00,120.00,982.80,0.00,2176175.00,1054.00,197640.00,3.00,61.00,103.00,90.00,201.00,1866.00,35472.00,368864.00,12695.00,10905.00,3.00,0.00,0.00,
95,Florita,III,Zambales,2006,TY,5.00,120.00,982.80,1.00,706341.00,185.00,197640.00,24.00,64.00,104.00,90.00,201.00,1866.00,16458.00,120534.00,13883.00,2102.00,7.00,1.00,0.00,
96,Florita,III,Bataan,2006,TY,5.00,120.00,982.80,0.00,646104.00,471.00,197640.00,1.00,59.00,102.00,90.00,201.00,1866.00,11895.00,107030.00,9107.00,3862.00,1.00,0.00,0.00,
97,Florita,IV-A,Rizal,2006,TY,5.00,120.00,982.80,1.00,2203052.00,1863.00,209749.00,3.00,60.00,100.00,92.00,259.00,2112.00,80425.00,355231.00,12039.00,5408.00,5.00,13.00,350000.00,
98,Florita,IV-A,Cavite,2006,TY,5.00,120.00,982.80,0.00,2726986.00,1787.00,209749.00,2.00,58.00,97.00,92.00,259.00,2112.00,68892.00,486804.00,16204.00,6325.00,0.00,30.00,340000.00,
99,Florita,IV-A,Laguna,2006,TY,5.00,120.00,982.80,0.00,2393677.00,1241.00,209749.00,6.00,57.00,98.00,92.00,259.00,2112.00,77213.00,420719.00,8344.00,6156.00,0.00,0.00,160000.00,
100,Florita,CAR,Benguet,2006,TY,5.00,120.00,982.80,1.00,660485.00,234.00,192126.00,26.00,55.00,97.00,88.00,57.00,564.00,15271.00,180703.00,1712.00,1789.00,20.00,296.00,525636000.00,
101,Florita,CAR,Mt. Province,2006,TY,5.00,120.00,982.80,1.00,147486.00,62.00,192126.00,26.00,77.00,106.00,88.00,57.00,564.00,7279.00,20943.00,1176.00,173.00,7.00,29.00,325277000.00,
102,Florita,CAR,Abra,2006,TY,5.00,120.00,982.80,1.00,227757.00,54.00,192126.00,26.00,69.00,105.00,88.00,57.00,564.00,13547.00,28798.00,1787.00,215.00,0.00,43.00,265043000.00,
103,Florita,CAR,Kalinga,2006,TY,5.00,120.00,982.80,1.00,181116.00,55.00,192126.00,26.00,74.00,105.00,88.00,57.00,564.00,13749.00,16054.00,3622.00,330.00,0.00,4.00,35700000.00,
104,Florita,CAR,Apayao,2006,TY,5.00,120.00,982.80,2.00,102678.00,23.00,192126.00,26.00,69.00,108.00,88.00,57.00,564.00,8327.00,9229.00,2495.00,258.00,2.00,25.00,10700000.00,
105,Florita,CAR,Ifugao,2006,TY,5.00,120.00,982.80,1.00,177940.00,68.00,192126.00,26.00,69.00,108.00,88.00,57.00,564.00,15833.00,14433.00,4455.00,196.00,0.00,0.00,8870000.00,
106,Florita,NCR,Metro Manila,2006,TY,5.00,120.00,982.80,0.00,11302020.00,18243.00,310860.00,5.00,50.00,96.00,94.00,222.00,20.00,360364.00,1944143.00,60504.00,42014.00,1.00,0.00,0.00,
107,Florita,V,Camarines Sur,2006,TY,5.00,120.00,982.80,0.00,1672724.00,303.00,125184.00,48.00,81.00,105.00,80.00,123.00,1115.00,54501.00,150824.00,102771.00,15494.00,0.00,0.00,0.00,
108,Florita,VI,Iloilo,2006,TY,5.00,120.00,982.80,0.00,2083107.00,410.00,129905.00,22.00,61.00,104.00,82.00,86.00,1604.00,164316.00,180774.00,64552.00,4532.00,0.00,11.00,0.00,
109,Florita,VI,Negros Occidental,2006,TY,5.00,120.00,982.80,0.00,2824219.00,353.00,129905.00,28.00,65.00,106.00,82.00,86.00,1604.00,186709.00,240559.00,123986.00,9181.00,0.00,8.00,0.00,
110,Florita,XI,Davao del Sur,2006,TY,5.00,120.00,982.80,0.00,2102259.00,456.00,134605.00,24.00,69.00,106.00,80.00,138.00,656.00,181761.00,189995.00,79979.00,5238.00,0.00,8.00,0.00,
111,Glenda,NCR,Metro Manila,2006,TY,5.00,130.00,987.70,0.00,11302020.00,18243.00,310860.00,5.00,50.00,96.00,94.00,222.00,20.00,360364.00,1944143.00,60504.00,42014.00,2.00,0.00,0.00,
112,Glenda,I,La Union,2006,TY,5.00,130.00,987.70,1.00,711611.00,475.00,142358.00,26.00,62.00,102.00,90.00,123.00,978.00,33977.00,107636.00,3501.00,811.00,1.00,0.00,400000.00,
113,Glenda,I,Ilocos Sur,2006,TY,5.00,130.00,987.70,1.00,627424.00,242.00,142358.00,21.00,63.00,102.00,90.00,123.00,978.00,21094.00,101012.00,5132.00,962.00,0.00,0.00,2293604.25,
114,Glenda,I,Pangasinan,2006,TY,5.00,130.00,987.70,1.00,2614120.00,480.00,142358.00,29.00,68.00,103.00,90.00,123.00,978.00,107522.00,359753.00,51613.00,11848.00,0.00,0.00,4222610.50,
115,Glenda,III,Bulacan,2006,TY,5.00,130.00,987.70,0.00,2729554.00,981.00,197640.00,7.00,61.00,101.00,90.00,201.00,1866.00,55401.00,480989.00,12471.00,9622.00,0.00,11.00,15885888.50,
116,Glenda,III,Zambales,2006,TY,5.00,130.00,987.70,1.00,706341.00,185.00,197640.00,24.00,64.00,104.00,90.00,201.00,1866.00,16458.00,120534.00,13883.00,2102.00,0.00,0.00,4061012.20,
117,Glenda,III,Pampanga,2006,TY,5.00,130.00,987.70,0.00,2176175.00,1054.00,197640.00,3.00,61.00,103.00,90.00,201.00,1866.00,35472.00,368864.00,12695.00,10905.00,0.00,0.00,15079172.00,
118,Glenda,III,Nueva Ecija,2006,TY,5.00,130.00,987.70,0.00,1816373.00,319.00,197640.00,27.00,63.00,103.00,90.00,201.00,1866.00,60427.00,280239.00,37493.00,9905.00,0.00,0.00,5443333.00,
119,Glenda,III,Tarlac,2006,TY,5.00,130.00,987.70,0.00,1216849.00,399.00,197640.00,18.00,65.00,104.00,90.00,201.00,1866.00,30611.00,190834.00,20346.00,4869.00,0.00,0.00,31885357.00,
120,Glenda,III,Bataan,2006,TY,5.00,130.00,987.70,1.00,646104.00,471.00,197640.00,1.00,59.00,102.00,90.00,201.00,1866.00,11895.00,107030.00,9107.00,3862.00,0.00,0.00,5114710.27,
121,Henry,I,Pangasinan,2006,TS,6.00,95.00,995.70,1.00,2614120.00,480.00,142358.00,29.00,68.00,103.00,90.00,123.00,978.00,107522.00,359753.00,51613.00,11848.00,5.00,0.00,13330280.00,
122,Henry,II,Isabela,2006,TS,6.00,95.00,995.70,1.00,1384623.00,106.00,142770.00,30.00,63.00,105.00,85.00,91.00,939.00,59679.00,198816.00,31811.00,2416.00,5.00,0.00,17335418.50,
123,Henry,II,Quirino,2006,TS,6.00,95.00,995.70,1.00,161372.00,70.00,142770.00,15.00,65.00,107.00,85.00,91.00,939.00,12897.00,17586.00,3724.00,405.00,3.00,17.00,7787072.50,
124,Henry,II,Nueva Vizcaya,2006,TS,6.00,95.00,995.70,1.00,393272.00,82.00,142770.00,15.00,63.00,105.00,85.00,91.00,939.00,26825.00,50123.00,7695.00,484.00,0.00,0.00,2000000.00,
