#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL, POP,DEN,AI,PR,DR,SR,FLR,HP,HS, HMA, HMB, HMC, HMD,CASULATIES,DAMAGED HOUSES,DAMAGED PROPERTIES
1632,Nona,IV-B,Romblon,2015,4,7,150,963,3,292781,191,166983,41,71,98,86,23,832,9098,27057,20670,3260,0,0,5
483,Emong,I,Ilocos Norte,2009,4,4,150,997.5,3,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,5
481,Emong,I,La Union,2009,4,4,150,997.5,3,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,0,0,5
482,Emong,I,Pangasinan,2009,4,4,150,997.5,3,2734297,502,186000,22,65,106,92,121,642,108664,409864,48837,8567,0,0,5
28,Quedan,II,Cagayan,2005,1,3,55,1002.8,1,1049382,112,136946,30,66,104,85,72,986,48690,122189,33362,4458,0,0,5
27,Quedan,II,Isabela,2005,1,3,55,1002.8,1,1367955,104,136946,30,64,105,85,72,986,58812,186964,34733,2592,0,0,5
30,Quedan,II,Nueva Vizcaya,2005,1,3,55,1002.8,1,388760,81,136946,16,64,105,85,72,986,26104,47418,8455,518,0,0,5
29,Quedan,II,Quirino,2005,1,3,55,1002.8,1,159165,69,136946,14,66,107,85,72,986,12426,16582,4162,387,0,0,5
831,Mina,II,Cagayan,2011,4,9,195,975.3,4,1139302,121,190217,22,58,102,93,92,1158,50869,141840,29329,4062,0,0,5
832,Mina,II,Isabela,2011,4,9,195,975.3,1,1509872,115,190217,26,56,102,93,92,1158,59519,214517,30612,2465,0,0,5
833,Mina,II,Nueva Vizcaya,2011,4,9,195,975.3,1,427367,89,190217,18,58,102,93,92,1158,26631,53903,7844,459,0,0,5
1341,Glenda,III,Aurora,2014,4,5,150,964.2,3,211649,68,244331,26,66,97,92,167,1923,11425,22622,7408,585,0,0,5
1342,Glenda,III,Bataan,2014,4,5,150,964.2,3,745418,543,244331,2,54,99,92,167,1923,11541,117531,9252,2892,0,0,5
1343,Glenda,III,Bulacan,2014,4,5,150,964.2,3,3215020,1155,244331,7,52,99,92,167,1923,52872,536706,13916,6569,0,0,5
1347,Glenda,III,Nueva Ecija,2014,4,5,150,964.2,3,2110730,371,244331,27,56,99,92,167,1923,58915,312577,36313,6958,0,0,5
1344,Glenda,III,Pampanga,2014,4,5,150,964.2,3,2553493,1237,244331,7,53,98,92,167,1923,32859,406961,13421,7089,0,0,5
1345,Glenda,III,Tarlac,2014,4,5,150,964.2,3,1346944,442,244331,17,57,98,92,167,1923,30101,212008,18466,3503,0,0,5
1346,Glenda,III,Zambales,2014,4,5,150,964.2,3,809758,212,244331,16,59,97,92,167,1923,16704,130485,14102,2261,0,0,5
1683,Karen,III,Aurora,2016,4,5,150,976.2,3,217057,69,247540,27,71,103,92,191,1917,11408,22622,7429,588,0,0,5
1684,Karen,III,Bataan,2016,4,5,150,976.2,2,776193,565,247540,2,56,101,92,191,1917,11531,117495,9294,2887,0,0,5
1685,Karen,III,Bulacan,2016,4,5,150,976.2,2,3370969,1211,247540,7,56,100,92,191,1917,52819,536917,14036,6565,0,0,5
1686,Karen,III,Nueva Ecija,2016,4,5,150,976.2,3,2192978,385,247540,27,59,102,92,191,1917,58855,312733,36389,6952,0,0,5
1687,Karen,III,Pampanga,2016,4,5,150,976.2,2,2667234,1292,247540,7,57,101,92,191,1917,32882,406865,13514,7100,0,0,5
1688,Karen,III,Tarlac,2016,4,5,150,976.2,3,1385381,455,247540,17,61,102,92,191,1917,30114,211972,18495,3510,0,0,5
1689,Karen,III,Zambales,2016,4,5,150,976.2,3,838264,220,247540,16,61,101,92,191,1917,16711,130392,14158,2288,0,0,5
1462,Ruby,V,Albay,2014,4,8,215,927,3,1298128,504,158206,39,66,99,86,54,1164,27397,141787,56338,18184,0,0,5
1463,Ruby,V,Camarines Norte,2014,4,8,215,927,3,575000,252,158206,33,69,98,86,54,1164,11302,52613,37715,9065,0,0,5
1464,Ruby,V,Camarines Sur,2014,4,8,215,927,3,1925786,349,158206,44,71,98,86,54,1164,54754,169648,104753,16599,0,0,5
1465,Ruby,V,Catanduanes,2014,4,8,215,927,3,257963,173,158206,32,73,97,86,54,1164,9905,24857,10864,1753,0,0,5
1466,Ruby,V,Masbate,2014,4,8,215,927,3,880533,213,158206,53,84,98,86,54,1164,28482,44815,81677,7411,0,0,5
1467,Ruby,V,Sorsogon,2014,4,8,215,927,3,782221,369,158206,40,70,98,86,54,1164,10827,63491,51628,21361,0,0,5
1568,Ineng,CAR,Abra,2015,4,6,180,964,1,241160,57,245161,23,62,96,91,23,677,13531,31049,1759,163,0,0,5
1572,Ineng,CAR,Apayao,2015,4,6,180,964,3,119184,26,245161,23,58,92,91,23,677,8730,10391,2610,209,0,0,5
1569,Ineng,CAR,Benguet,2015,4,6,180,964,1,791590,280,245161,23,51,93,91,23,677,12410,170589,1433,942,0,0,5
1573,Ineng,CAR,Ifugao,2015,4,6,180,964,0,202802,77,245161,23,61,94,91,23,677,16238,17089,4185,144,0,0,5
1570,Ineng,CAR,Kalinga,2015,4,6,180,964,1,212680,65,245161,23,63,93,91,23,677,13232,19329,3671,255,0,0,5
1571,Ineng,CAR,Mt. Province,2015,4,6,180,964,1,154590,65,245161,23,62,94,91,23,677,7361,23099,1115,85,0,0,5
1618,Nona,II,Cagayan,2015,4,7,150,963,0,1199320,128,190709,22,56,97,96,59,1132,51508,149516,28357,3991,0,0,5
1619,Nona,II,Isabela,2015,4,7,150,963,0,1593566,122,190709,26,55,96,96,59,1132,59396,224987,29766,2498,0,0,5
1617,Nona,II,Nueva Vizcaya,2015,4,7,150,963,0,452287,94,190709,18,58,95,96,59,1132,26484,56432,7942,441,0,0,5
1620,Nona,II,Quirino,2015,4,7,150,963,0,188991,81,190709,19,58,94,96,59,1132,13002,20667,3628,268,0,0,5
1621,Nona,III,Aurora,2015,4,7,150,963,0,214336,68,247164,27,65,95,92,168,1910,11421,22705,7421,587,0,0,5
1622,Nona,III,Bataan,2015,4,7,150,963,0,760650,554,247164,2,53,98,92,168,1910,11519,117830,9297,2848,0,0,5
1623,Nona,III,Bulacan,2015,4,7,150,963,1,3292071,1183,247164,7,51,99,92,168,1910,52732,538668,14074,6431,0,0,5
1624,Nona,III,Nueva Ecija,2015,4,7,150,963,0,2151461,378,247164,27,55,98,92,168,1910,58804,313748,36349,6827,0,0,5
1625,Nona,III,Pampanga,2015,4,7,150,963,1,2609744,1264,247164,7,52,97,92,168,1910,32793,408076,13532,6929,0,0,5
1626,Nona,III,Tarlac,2015,4,7,150,963,0,1366027,448,247164,17,57,97,92,168,1910,30097,212642,18431,3456,0,0,5
1627,Nona,III,Zambales,2015,4,7,150,963,0,823888,216,247164,16,59,95,92,168,1910,16719,130712,14164,2291,0,0,5
723,Bebeng,V,Albay,2011,2,6,85,997,2,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,0,0,5
724,Bebeng,V,Camarines Norte,2011,2,6,85,997,2,550764,242,158596,33,71,103,84,109,1145,11425,50292,37544,8739,0,0,5
725,Bebeng,V,Camarines Sur,2011,2,6,85,997,2,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,0,0,5
728,Bebeng,V,Catanduanes,2011,2,6,85,997,2,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,0,0,5
726,Bebeng,V,Masbate,2011,2,6,85,997,1,845892,204,158596,53,87,102,84,109,1145,26534,41632,82740,7318,0,0,5
727,Bebeng,V,Sorsogon,2011,2,6,85,997,2,750902,354,158596,40,74,102,84,109,1145,10585,60491,51920,21070,0,0,5
1744,Nina,IV-B,Marinduque,2016,4,5,185,986.6,1,235883,248,167400,33,76,102,87,56,857,11754,30207,7768,697,0,0,5
1745,Nina,IV-B,Occidental Mindoro,2016,4,5,185,986.6,2,494611,85,167400,37,73,104,87,56,857,12838,45070,32519,3583,0,0,5
1746,Nina,IV-B,Oriental Mindoro,2016,4,5,185,986.6,2,856262,202,167400,31,73,102,87,56,857,24921,89293,42996,5782,0,0,5
1747,Nina,IV-B,Romblon,2016,4,5,185,986.6,1,294584,192,167400,41,79,102,87,56,857,9056,26954,20714,3266,0,0,5
714,Juan,CAR,Abra,2010,4,6,225,988.7,3,234733,56,230997,24,62,104,90,57,639,13535,32153,1820,134,0,0,5
715,Juan,CAR,Apayao,2010,4,6,225,988.7,3,112636,25,230997,24,63,107,90,57,639,8934,11017,2801,184,0,0,5
716,Juan,CAR,Benguet,2010,4,6,225,988.7,3,722620,256,230997,24,50,101,90,57,639,10039,154448,1288,412,0,0,5
717,Juan,CAR,Ifugao,2010,4,6,225,988.7,4,191078,73,230997,24,64,106,90,57,639,16245,18769,4182,117,0,0,5
718,Juan,CAR,Kalinga,2010,4,6,225,988.7,3,201613,61,230997,24,65,106,90,57,639,12683,21564,3848,215,0,0,5
719,Juan,CAR,Mt. Province,2010,4,6,225,988.7,4,154187,65,230997,24,66,106,90,57,639,7321,24485,1121,47,0,0,5
142,Milenyo,IV-A,Batangas,2006,4,5,130,963.9,3,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,0,0,5
141,Milenyo,IV-A,Cavite,2006,4,5,130,963.9,3,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,0,0,5
139,Milenyo,IV-A,Laguna,2006,4,5,130,963.9,3,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,0,0,5
140,Milenyo,IV-A,Quezon,2006,4,5,130,963.9,3,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,0,0,5
143,Milenyo,IV-A,Rizal,2006,4,5,130,963.9,3,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,0,0,5
1263,Yolanda (Haiyan),IV-B,Marinduque,2013,4,3,235,910,4,231821,243,159497,33,71,101,87,64,782,11853,30040,7761,693,0,0,5
1264,Yolanda (Haiyan),IV-B,Occidental Mindoro,2013,4,3,235,910,4,473333,81,159497,37,70,98,87,64,782,12911,44701,32438,3542,0,0,5
1265,Yolanda (Haiyan),IV-B,Oriental Mindoro,2013,4,3,235,910,4,820172,194,159497,33,66,100,87,64,782,24790,88259,42790,5807,0,0,5
1266,Yolanda (Haiyan),IV-B,Palawan,2013,4,3,235,910,4,1059091,62,159497,29,72,98,87,64,782,42208,58836,119632,4529,0,0,5
1267,Yolanda (Haiyan),IV-B,Romblon,2013,4,3,235,910,4,289208,189,159497,41,73,100,87,64,782,8881,26672,20817,3253,0,0,5
604,Ondoy,IV-A,Batangas,2009,2,4,110,989.5,1,2332719,749,249000,17,60,101,94,236,2022,56485,409118,17361,4092,0,0,5
607,Ondoy,IV-A,Cavite,2009,2,4,110,989.5,1,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,0,0,5
605,Ondoy,IV-A,Laguna,2009,2,4,110,989.5,1,2602735,1350,249000,8,54,98,94,236,2022,73275,494718,8291,2638,0,0,5
608,Ondoy,IV-A,Quezon,2009,2,4,110,989.5,2,1951695,221,249000,30,68,104,94,236,2022,110331,267050,84976,16383,0,0,5
606,Ondoy,IV-A,Rizal,2009,2,4,110,989.5,2,2421173,2047,249000,9,57,100,94,236,2022,75786,422769,15542,3948,0,0,5
1405,Mario,I,Ilocos Norte,2014,4,5,105,982,2,587981,172,197135,12,55,99,93,83,3267,11538,100643,5356,1294,0,0,5
1406,Mario,I,Ilocos Sur,2014,4,5,105,982,2,683337,263,197135,18,56,99,93,83,3267,20617,109119,5148,784,0,0,5
1407,Mario,I,La Union,2014,4,5,105,982,2,777493,519,197135,22,56,100,93,83,3267,32940,117309,3475,544,0,0,5
1408,Mario,I,Pangasinan,2014,4,5,105,982,2,2920475,536,197135,21,61,100,93,83,3267,108451,400680,49282,9296,0,0,5
705,Juan,III,Aurora,2010,4,6,225,988.7,3,201233,64,233003,22,68,106,92,198,1901,11543,24335,7425,590,0,0,5
706,Juan,III,Bataan,2010,4,6,225,988.7,1,687482,501,233003,2,56,102,92,198,1901,11224,124081,9672,2165,0,0,5
707,Juan,III,Bulacan,2010,4,6,225,988.7,1,2924433,1051,233003,7,55,100,92,198,1901,50758,574533,15760,4280,0,0,5
708,Juan,III,Nueva Ecija,2010,4,6,225,988.7,2,1955373,344,233003,28,58,103,92,198,1901,57432,334801,36124,4768,0,0,5
709,Juan,III,Pampanga,2010,4,6,225,988.7,1,2340355,1134,233003,7,57,102,92,198,1901,31297,430976,14601,4323,0,0,5
710,Juan,III,Tarlac,2010,4,6,225,988.7,2,1273240,418,233003,17,59,103,92,198,1901,29867,225479,17437,2592,0,0,5
711,Juan,III,Zambales,2010,4,6,225,988.7,1,755621,198,233003,17,60,103,92,198,1901,16923,136238,14682,2559,0,0,5
1584,Lando,I,Ilocos Norte,2015,4,8,185,943,3,593081,173,198464,11,55,99,93,86,2242,11518,100820,5383,1297,0,0,5
1585,Lando,I,Ilocos Sur,2015,4,8,185,943,3,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,0,0,5
1586,Lando,I,La Union,2015,4,8,185,943,3,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,0,0,5
1587,Lando,I,Pangasinan,2015,4,8,185,943,3,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,0,0,5
1240,Santi,III,Aurora,2013,4,5,150,976,3,208995,67,239665,24,66,99,92,173,1897,11423,22404,7390,581,0,0,5
1241,Santi,III,Bataan,2013,4,5,150,976,3,730492,532,239665,2,54,100,92,173,1897,11593,116710,9166,3022,0,0,5
1242,Santi,III,Bulacan,2013,4,5,150,976,3,3139773,1128,239665,7,53,99,92,173,1897,53211,531715,13609,7021,0,0,5
1243,Santi,III,Nueva Ecija,2013,4,5,150,976,3,2070770,364,239665,28,56,100,92,173,1897,59168,309621,36281,7373,0,0,5
1244,Santi,III,Pampanga,2013,4,5,150,976,3,2498454,1210,239665,7,54,99,92,173,1897,33061,403932,13206,7647,0,0,5
1245,Santi,III,Tarlac,2013,4,5,150,976,3,1328127,436,239665,17,58,99,92,173,1897,30123,210301,18589,3656,0,0,5
1246,Santi,III,Zambales,2013,4,5,150,976,3,795871,209,239665,17,59,98,92,173,1897,16670,129802,13984,2207,0,0,5
1478,Ruby,VIII,Biliran,2014,4,8,215,927,3,169595,316,163735,32,72,98,74,42,865,7990,15032,8806,992,0,0,5
1479,Ruby,VIII,Eastern Samar,2014,4,8,215,927,3,459239,99,163735,61,70,96,74,42,865,20479,31193,32739,1978,0,0,5
1480,Ruby,VIII,Leyte,2014,4,8,215,927,3,1929889,295,163735,38,66,96,74,42,865,97041,162200,104440,11248,0,0,5
1481,Ruby,VIII,Northern Samar,2014,4,8,215,927,3,623458,169,163735,51,76,97,74,42,865,14001,29585,56350,8564,0,0,5
1482,Ruby,VIII,Samar,2014,4,8,215,927,3,770824,127,163735,47,72,96,74,42,865,29857,40328,63973,5309,0,0,5
1483,Ruby,VIII,Southern Leyte,2014,4,8,215,927,3,417127,232,163735,43,63,98,74,42,865,24831,45190,13705,1844,0,0,5
61,Caloy,IV-A,Batangas,2006,4,7,160,981,2,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,0,0,5
60,Caloy,IV-A,Cavite,2006,4,7,160,981,2,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,0,0,5
58,Caloy,IV-A,Laguna,2006,4,7,160,981,1,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,0,0,5
57,Caloy,IV-A,Quezon,2006,4,7,160,981,2,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,0,0,5
59,Caloy,IV-A,Rizal,2006,4,7,160,981,1,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,0,0,5
1316,Agaton,XIII,Agusan del Norte,2014,1,4,55,1000,1,681397,199,167968,39,67,96,91,17,750,39362,39972,42626,3312,0,0,5
1317,Agaton,XIII,Agusan del Sur,2014,1,4,55,1000,1,691574,69,167968,52,71,95,91,17,750,41649,23264,58319,1691,0,0,5
1318,Agaton,XIII,Dinagat Islands,2014,1,4,55,1000,1,127082,155,167968,47,66,98,91,17,750,8130,7752,8024,576,0,0,5
1319,Agaton,XIII,Surigao del Norte,2014,1,4,55,1000,1,476273,244,167968,47,63,97,91,17,750,15713,36593,31421,4268,0,0,5
1320,Agaton,XIII,Surigao del Sur,2014,1,4,55,1000,1,585909,119,167968,42,66,96,91,17,750,25780,23415,56900,3726,0,0,5
934,Sendong,X,Bukidnon,2011,2,4,75,995.8,2,1321612,126,181272,48,68,105,91,108,1063,136042,83675,23112,759,0,0,5
935,Sendong,X,Lanao del Norte,2011,2,4,75,995.8,2,947759,227,181272,48,74,101,91,108,1063,66112,65025,31643,2515,0,0,5
936,Sendong,X,Misamis Occidental,2011,2,4,75,995.8,2,574377,286,181272,44,62,102,91,108,1063,42795,39241,29864,2476,0,0,5
937,Sendong,X,Misamis Oriental,2011,2,4,75,995.8,2,1444474,408,181272,25,65,103,91,108,1063,103653,129989,37283,3176,0,0,5
1588,Lando,II,Batanes,2015,4,8,185,943,1,17246,85,190709,27,60,95,96,59,1132,185,3485,186,280,0,0,5
1589,Lando,II,Cagayan,2015,4,8,185,943,2,1199320,128,190709,22,56,97,96,59,1132,51508,149516,28357,3991,0,0,5
1590,Lando,II,Isabela,2015,4,8,185,943,4,1593566,122,190709,26,55,96,96,59,1132,59396,224987,29766,2498,0,0,5
1591,Lando,II,Nueva Vizcaya,2015,4,8,185,943,3,452287,94,190709,18,58,95,96,59,1132,26484,56432,7942,441,0,0,5
1592,Lando,II,Quirino,2015,4,8,185,943,3,188991,81,190709,19,58,94,96,59,1132,13002,20667,3628,268,0,0,5
1554,Ineng,I,Ilocos Norte,2015,4,6,180,964,3,593081,173,198464,11,55,99,93,86,2242,11518,100820,5383,1297,0,0,5
1555,Ineng,I,Ilocos Sur,2015,4,6,180,964,1,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,0,0,5
1556,Ineng,I,La Union,2015,4,6,180,964,1,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,0,0,5
1557,Ineng,I,Pangasinan,2015,4,6,180,964,1,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,0,0,5
797,Juaning,V,Albay,2011,3,4,95,994.4,1,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,0,0,5
798,Juaning,V,Camarines Norte,2011,3,4,95,994.4,1,550764,242,158596,33,71,103,84,109,1145,11425,50292,37544,8739,0,0,5
799,Juaning,V,Camarines Sur,2011,3,4,95,994.4,1,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,0,0,5
800,Juaning,V,Catanduanes,2011,3,4,95,994.4,1,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,0,0,5
801,Juaning,V,Masbate,2011,3,4,95,994.4,1,845892,204,158596,53,87,102,84,109,1145,26534,41632,82740,7318,0,0,5
802,Juaning,V,Sorsogon,2011,3,4,95,994.4,1,750902,354,158596,40,74,102,84,109,1145,10585,60491,51920,21070,0,0,5
664,Pepeng,CAR,Abra,2009,4,10,195,978.5,3,233466,56,219000,25,64,104,90,51,612,13528,31480,1749,152,0,0,5
659,Pepeng,CAR,Apayao,2009,4,10,195,978.5,3,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,0,0,5
662,Pepeng,CAR,Benguet,2009,4,10,195,978.5,2,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,0,0,5
663,Pepeng,CAR,Ifugao,2009,4,10,195,978.5,2,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,0,0,5
661,Pepeng,CAR,Kalinga,2009,4,10,195,978.5,3,194967,59,219000,25,68,106,90,51,612,13133,19891,3671,239,0,0,5
660,Pepeng,CAR,Mt. Province,2009,4,10,195,978.5,3,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,0,0,5
413,Frank,NCR,Metro Manila,2008,4,6,160,988,3,11649731,18804,340268,4,49,96,94,178,12,352380,2101349,45551,23997,0,0,5
1722,Lawin,CAR,Abra,2016,5,4,225,970.1,5,242466,58,245538,23,65,102,91,52,662,13532,30977,1760,165,0,0,5
1723,Lawin,CAR,Apayao,2016,5,4,225,970.1,5,120539,27,245538,23,64,103,91,52,662,8717,10355,2608,211,0,0,5
1724,Lawin,CAR,Benguet,2016,5,4,225,970.1,3,806155,285,245538,23,52,97,91,52,662,12521,170967,1443,984,0,0,5
1725,Lawin,CAR,Ifugao,2016,5,4,225,970.1,4,205232,78,245538,23,65,103,91,52,662,16224,17010,4195,146,0,0,5
1726,Lawin,CAR,Kalinga,2016,5,4,225,970.1,5,214965,65,245538,23,68,102,91,52,662,13249,19236,3671,258,0,0,5
1727,Lawin,CAR,Mt. Province,2016,5,4,225,970.1,4,154671,65,245538,23,69,103,91,52,662,7358,23033,1118,89,0,0,5
147,Milenyo,V,Albay,2006,4,5,130,963.9,3,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,0,0,5
148,Milenyo,V,Camarines Norte,2006,4,5,130,963.9,3,507389,223,125184,41,79,105,80,123,1115,11616,46546,37271,8194,0,0,5
149,Milenyo,V,Camarines Sur,2006,4,5,130,963.9,3,1672724,303,125184,48,81,105,80,123,1115,54501,150824,102771,15494,0,0,5
151,Milenyo,V,Masbate,2006,4,5,130,963.9,3,759871,184,125184,54,100,105,80,123,1115,23365,36420,84473,7097,0,0,5
150,Milenyo,V,Sorsogon,2006,4,5,130,963.9,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,0,0,5
1748,Nina,V,Albay,2016,4,5,185,986.6,2,1331738,517,159028,40,71,102,86,103,1169,27254,141689,56497,18273,0,0,5
1749,Nina,V,Camarines Norte,2016,4,5,185,986.6,2,591746,260,159028,32,73,103,86,103,1169,11307,52625,37714,9087,0,0,5
1750,Nina,V,Camarines Sur,2016,4,5,185,986.6,2,1979674,359,159028,43,75,102,86,103,1169,54626,169617,104904,16685,0,0,5
1751,Nina,V,Catanduanes,2016,4,5,185,986.6,2,264000,177,159028,32,79,103,86,103,1169,9874,24859,10899,1759,0,0,5
1752,Nina,V,Masbate,2016,4,5,185,986.6,2,904412,219,159028,53,91,102,86,103,1169,28506,44917,81655,7463,0,0,5
1753,Nina,V,Sorsogon,2016,4,5,185,986.6,2,803824,379,159028,40,77,102,86,103,1169,10814,63432,51692,21384,0,0,5
1082,Pablo,X,Bukidnon,2012,4,8,185,943,3,1344418,128,190000,49,68,101,92,108,1036,137253,86015,23140,703,0,0,5
1083,Pablo,X,Camiguin,2012,4,8,185,943,3,85645,355,190000,54,67,101,92,108,1036,6150,8869,2104,158,0,0,5
1084,Pablo,X,Lanao del Norte,2012,4,8,185,943,3,965091,232,190000,49,74,100,92,108,1036,67050,66002,33333,2575,0,0,5
1085,Pablo,X,Misamis Occidental,2012,4,8,185,943,3,581192,290,190000,43,61,101,92,108,1036,43184,40065,29871,2443,0,0,5
1086,Pablo,X,Misamis Oriental,2012,4,8,185,943,3,1473579,416,190000,23,64,100,92,108,1036,104695,132967,37315,3080,0,0,5
697,Juan,I,Ilocos Norte,2010,4,6,225,988.7,3,568017,166,191816,13,57,101,92,123,807,11079,104778,5505,1285,0,0,5
698,Juan,I,Ilocos Sur,2010,4,6,225,988.7,3,658587,254,191816,18,57,101,92,123,807,20412,113918,5537,686,0,0,5
699,Juan,I,La Union,2010,4,6,225,988.7,3,741906,495,191816,25,63,108,92,123,807,32118,122892,3659,362,0,0,5
700,Juan,I,Pangasinan,2010,4,6,225,988.7,2,2779862,510,191816,22,63,108,92,123,807,109050,428672,48537,7308,0,0,5
701,Juan,II,Cagayan,2010,4,6,225,988.7,4,1124773,120,185551,25,58,103,90,91,1106,52165,160538,27658,3984,0,0,5
702,Juan,II,Isabela,2010,4,6,225,988.7,4,1489645,114,185551,27,56,104,90,91,1106,58760,239633,29429,2645,0,0,5
703,Juan,II,Nueva Vizcaya,2010,4,6,225,988.7,3,421355,88,185551,15,58,104,90,91,1106,25872,60052,8484,423,0,0,5
704,Juan,II,Quirino,2010,4,6,225,988.7,3,176786,76,185551,17,59,106,90,91,1106,12852,22624,3740,172,0,0,5
194,Reming,V,Albay,2006,4,6,195,964,4,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,0,0,5
196,Reming,V,Camarines Norte,2006,4,6,195,964,4,507389,223,125184,41,79,105,80,123,1115,11616,46546,37271,8194,0,0,5
195,Reming,V,Camarines Sur,2006,4,6,195,964,4,1672724,303,125184,48,81,105,80,123,1115,54501,150824,102771,15494,0,0,5
197,Reming,V,Catanduanes,2006,4,6,195,964,4,230188,154,125184,41,87,106,80,123,1115,10422,22190,10628,1600,0,0,5
199,Reming,V,Masbate,2006,4,6,195,964,2,759871,184,125184,54,100,105,80,123,1115,23365,36420,84473,7097,0,0,5
198,Reming,V,Sorsogon,2006,4,6,195,964,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,0,0,5
1702,Lawin,I,Ilocos Norte,2016,5,4,225,970.1,5,598225,175,198627,11,58,101,93,111,2755,11544,100599,5389,1299,0,0,5
1703,Lawin,I,Ilocos Sur,2016,5,4,225,970.1,4,696058,268,198627,18,59,100,93,111,2755,20631,109057,5198,787,0,0,5
1704,Lawin,I,La Union,2016,5,4,225,970.1,3,795921,531,198627,21,60,103,93,111,2755,32923,117218,3501,545,0,0,5
1705,Lawin,I,Pangasinan,2016,5,4,225,970.1,2,2993427,549,198627,21,64,103,93,111,2755,108449,400860,49384,9272,0,0,5
597,Ondoy,III,Aurora,2009,2,4,110,989.5,2,196653,63,221000,18,71,106,92,198,1773,11498,23204,7377,581,0,0,5
598,Ondoy,III,Bataan,2009,2,4,110,989.5,1,678933,494,221000,2,57,102,92,198,1773,11447,119838,9319,2613,0,0,5
600,Ondoy,III,Bulacan,2009,2,4,110,989.5,2,2889956,1038,221000,7,57,100,92,198,1773,52213,549175,14297,5628,0,0,5
603,Ondoy,III,Nueva Ecija,2009,2,4,110,989.5,2,1917470,337,221000,30,59,103,92,198,1773,58496,319839,36111,6076,0,0,5
602,Ondoy,III,Pampanga,2009,2,4,110,989.5,2,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,0,0,5
601,Ondoy,III,Tarlac,2009,2,4,110,989.5,2,1263231,415,221000,18,61,103,92,198,1773,29995,216667,18046,3132,0,0,5
599,Ondoy,III,Zambales,2009,2,4,110,989.5,2,743678,195,221000,17,61,103,92,198,1773,16768,132633,14198,2310,0,0,5
641,Pepeng,III,Aurora,2009,4,10,195,978.5,2,196653,63,221000,18,71,106,92,198,1773,11498,23204,7377,581,0,0,5
646,Pepeng,III,Bataan,2009,4,10,195,978.5,1,678933,494,221000,2,57,102,92,198,1773,11447,119838,9319,2613,0,0,5
642,Pepeng,III,Bulacan,2009,4,10,195,978.5,1,2889956,1038,221000,7,57,100,92,198,1773,52213,549175,14297,5628,0,0,5
645,Pepeng,III,Nueva Ecija,2009,4,10,195,978.5,2,1917470,337,221000,30,59,103,92,198,1773,58496,319839,36111,6076,0,0,5
643,Pepeng,III,Pampanga,2009,4,10,195,978.5,1,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,0,0,5
647,Pepeng,III,Tarlac,2009,4,10,195,978.5,1,1263231,415,221000,18,61,103,92,198,1773,29995,216667,18046,3132,0,0,5
644,Pepeng,III,Zambales,2009,4,10,195,978.5,1,743678,195,221000,17,61,103,92,198,1773,16768,132633,14198,2310,0,0,5
640,Pepeng,II,Cagayan,2009,4,10,195,978.5,3,1107096,118,181000,28,60,103,88,89,1052,51823,153032,27867,3953,0,0,5
