#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL,POP,DEN,AI,PR,DR,SR,FLR,HP,HS,HMA,HMB,HMC,HMD,CASUALTIES,DAMAGED HOUSES,DAMAGED PROPERTIES
1034,Ofel,IV-A,Quezon,2012,1,4,85,991,2,2040275,231,284000,28,64,101,95,242,2166,130467,273167,87375,43421,1,0,0
34,Quedan,IV-B,Occidental Mindoro,2005,1,3,55,1002.8,1,409591,70,106927,46,77,108,83,57,753,11744,38055,32072,3811,1,0,0
33,Quedan,IV-B,Oriental Mindoro,2005,1,3,55,1002.8,1,719933,170,106927,47,84,104,83,57,753,22644,73527,43985,6700,1,0,0
32,Quedan,IV-B,Palawan,2005,1,3,55,1002.8,1,851082,50,106927,37,86,108,83,57,753,41881,49636,126122,4252,1,0,0
100,Florita,CAR,Abra,2006,4,5,120,982.8,1,227757,54,192126,26,69,105,88,57,564,13547,28798,1787,215,1,0,0
102,Florita,CAR,Apayao,2006,4,5,120,982.8,2,102678,23,192126,26,69,108,88,57,564,8327,9229,2495,258,1,0,0
98,Florita,CAR,Benguet,2006,4,5,120,982.8,1,660485,234,192126,26,55,97,88,57,564,15271,180703,1712,1789,1,0,0
103,Florita,CAR,Ifugao,2006,4,5,120,982.8,1,177940,68,192126,26,69,108,88,57,564,15833,14433,4455,196,1,0,0
101,Florita,CAR,Kalinga,2006,4,5,120,982.8,1,181116,55,192126,26,74,105,88,57,564,13749,16054,3622,330,1,0,0
99,Florita,CAR,Mt. Province,2006,4,5,120,982.8,1,147486,62,192126,26,77,106,88,57,564,7279,20943,1176,173,1,0,0
119,Henry,I,Pangasinan,2006,2,6,95,995.7,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,1,0,0
223,Bebeng,XI,Compostela Valley,2007,4,3,175,961,1,637366,142,144348,37,66,110,81,108,656,72761,37565,20416,1973,1,0,0
377,Frank,V,Albay,2008,4,6,160,988,3,1202405,467,142477,37,74,104,80,116,1123,28188,139472,55524,17701,1,0,0
378,Frank,V,Masbate,2008,4,6,160,988,3,790247,191,142477,55,96,105,80,116,1123,27409,42707,82369,7054,1,0,0
379,Frank,V,Sorsogon,2008,4,6,160,988,3,719882,340,142477,40,82,105,80,116,1123,10784,62370,51378,21073,1,0,0
422,Igme,CAR,Abra,2008,4,6,140,984.9,1,232206,55,209648,25,67,105,89,55,599,13521,30820,1680,171,1,0,0
469,Tonyo,XII,South Cotabato,2008,1,4,55,1003.3,1,1319236,308,139277,32,66,106,78,103,957,79322,145401,57619,2457,1,0,0
957,Gener,NCR,Metro Manila,2012,4,5,130,972,3,12254389,19780,379000,4,47,98,95,186,467,349373,2097540,46242,26340,1,0,0
1577,Kabayan,I,Ilocos Sur,2015,3,3,95,985,1,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,1,0,0
1575,Kabayan,I,La Union,2015,3,3,95,985,2,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,1,0,0
1576,Kabayan,I,Pangasinan,2015,3,3,95,985,2,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,1,0,0
1609,Lando,CAR,Abra,2015,4,8,185,943,3,241160,57,245161,23,62,96,91,23,677,13531,31049,1759,163,1,0,0
1610,Lando,CAR,Apayao,2015,4,8,185,943,2,119184,26,245161,23,58,92,91,23,677,8730,10391,2610,209,1,0,0
1611,Lando,CAR,Benguet,2015,4,8,185,943,3,791590,280,245161,23,51,93,91,23,677,12410,170589,1433,942,1,0,0
1612,Lando,CAR,Ifugao,2015,4,8,185,943,3,202802,77,245161,23,61,94,91,23,677,16238,17089,4185,144,1,0,0
1613,Lando,CAR,Kalinga,2015,4,8,185,943,3,212680,65,245161,23,63,93,91,23,677,13232,19329,3671,255,1,0,0
1614,Lando,CAR,Mt. Province,2015,4,8,185,943,3,154590,65,245161,23,62,94,91,23,677,7361,23099,1115,85,1,0,0
218,Seniang,VIII,Biliran,2006,4,6,130,992.8,3,148597,277,125731,30,83,106,74,79,813,7115,13081,9744,1104,1,0,0
216,Seniang,VIII,Eastern Samar,2006,4,6,130,992.8,3,400794,87,125731,51,85,108,74,79,813,18372,26927,34380,2080,1,0,0
214,Seniang,VIII,Leyte,2006,4,6,130,992.8,3,1704748,261,125731,38,76,106,74,79,813,90901,143369,108044,12439,1,0,0
217,Seniang,VIII,Samar,2006,4,6,130,992.8,3,687161,114,125731,40,86,108,74,79,813,25956,34661,65829,5848,1,0,0
215,Seniang,VIII,Southern Leyte,2006,4,6,130,992.8,3,386308,214,125731,34,75,106,74,79,813,24646,38551,15006,1902,1,0,0
323,Mina,II,Batanes,2007,4,8,175,992.7,3,15974,73,154520,16,72,102,86,84,724,223,3335,193,294,1,0,0
324,Mina,II,Cagayan,2007,4,8,175,992.7,3,1072571,115,154520,29,63,104,86,84,724,51147,139056,28290,3891,1,0,0
320,Mina,II,Isabela,2007,4,8,175,992.7,3,1401495,113,154520,29,62,105,86,84,724,60559,211420,29134,2252,1,0,0
322,Mina,II,Nueva Vizcaya,2007,4,8,175,992.7,3,397837,100,154520,14,62,105,86,84,724,27567,52983,7004,453,1,0,0
321,Mina,II,Quirino,2007,4,8,175,992.7,3,163610,70,154520,15,64,107,86,84,724,13385,18651,3332,425,1,0,0
183,Queenie,III,Aurora,2006,4,5,195,999.3,4,185734,59,197640,31,77,107,90,201,1866,11034,19976,7627,612,1,0,0
184,Queenie,III,Nueva Ecija,2006,4,5,195,999.3,3,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,1,0,0
1004,Helen,I,Ilocos Norte,2012,2,4,85,991,2,577913,169,204000,10,56,100,93,119,1021,11698,99227,5340,1302,1,0,0
1005,Helen,I,Ilocos Sur,2012,2,4,85,991,2,670848,258,204000,17,57,100,93,119,1021,20700,107462,5072,820,1,0,0
1006,Helen,I,La Union,2012,2,4,85,991,2,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,1,0,0
1007,Helen,I,Pangasinan,2012,2,4,85,991,2,2849301,523,204000,20,62,104,93,119,1021,108250,391651,49635,9964,1,0,0
677,Santi,V,Albay,2009,4,5,150,961.9,0,1217820,473,152000,37,72,103,81,114,1103,27336,145075,56331,18216,1,0,0
679,Santi,V,Camarines Norte,2009,4,5,150,961.9,3,533026,234,152000,42,74,105,81,114,1103,11233,53956,37816,9273,1,0,0
678,Santi,V,Camarines Sur,2009,4,5,150,961.9,3,1778472,323,152000,48,76,104,81,114,1103,54677,173772,105342,16905,1,0,0
680,Santi,V,Catanduanes,2009,4,5,150,961.9,3,241700,162,152000,29,80,105,81,114,1103,9744,25447,10947,1791,1,0,0
390,Frank,VIII,Biliran,2008,4,6,160,988,3,153843,287,147648,36,80,105,73,70,883,7779,14672,9028,1004,1,0,0
391,Frank,VIII,Eastern Samar,2008,4,6,160,988,3,412885,89,147648,55,81,108,73,70,883,20029,30283,33185,1963,1,0,0
392,Frank,VIII,Leyte,2008,4,6,160,988,3,1745613,267,147648,37,73,106,73,70,883,95835,158655,104789,11446,1,0,0
393,Frank,VIII,Northern Samar,2008,4,6,160,988,3,562544,152,147648,53,88,106,73,70,883,13315,28473,56593,8761,1,0,0
394,Frank,VIII,Samar,2008,4,6,160,988,3,707665,117,147648,42,84,108,73,70,883,28733,39110,64369,5380,1,0,0
395,Frank,VIII,Southern Leyte,2008,4,6,160,988,3,393591,218,147648,40,72,106,73,70,883,25213,43684,13719,1792,1,0,0
723,Bebeng,V,Albay,2011,2,6,85,997,2,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,1,0,0
724,Bebeng,V,Camarines Norte,2011,2,6,85,997,2,550764,242,158596,33,71,103,84,109,1145,11425,50292,37544,8739,1,0,0
725,Bebeng,V,Camarines Sur,2011,2,6,85,997,2,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,1,0,0
728,Bebeng,V,Catanduanes,2011,2,6,85,997,2,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,1,0,0
726,Bebeng,V,Masbate,2011,2,6,85,997,1,845892,204,158596,53,87,102,84,109,1145,26534,41632,82740,7318,1,0,0
727,Bebeng,V,Sorsogon,2011,2,6,85,997,2,750902,354,158596,40,74,102,84,109,1145,10585,60491,51920,21070,1,0,0
887,Pedring,CAR,Abra,2011,4,5,140,976.2,1,236005,56,243652,24,62,102,90,57,651,13538,30152,1771,184,1,0,0
888,Pedring,CAR,Apayao,2011,4,5,140,976.2,1,113916,25,243652,24,62,104,90,57,651,8569,9927,2563,229,1,0,0
889,Pedring,CAR,Benguet,2011,4,5,140,976.2,1,735916,260,243652,24,50,99,90,57,651,13565,175025,1547,1271,1,0,0
890,Pedring,CAR,Ifugao,2011,4,5,140,976.2,1,193367,74,243652,24,63,103,90,57,651,16082,16019,4298,166,1,0,0
891,Pedring,CAR,Kalinga,2011,4,5,140,976.2,1,203779,62,243652,24,65,103,90,57,651,13445,18002,3652,285,1,0,0
892,Pedring,CAR,Mt. Province,2011,4,5,140,976.2,1,154268,65,243652,24,65,103,90,57,651,7330,22227,1141,124,1,0,0
497,Emong,CAR,Abra,2009,4,4,150,995.1,3,233466,56,219000,25,64,104,90,51,612,13528,31480,1749,152,1,0,0
495,Emong,CAR,Apayao,2009,4,4,150,995.1,3,109551,24,219000,25,65,107,90,51,612,8808,10608,2622,198,1,0,0
494,Emong,CAR,Benguet,2009,4,4,150,995.1,3,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,1,0,0
492,Emong,CAR,Ifugao,2009,4,4,150,995.1,3,187594,72,219000,25,65,107,90,51,612,16322,17559,4125,133,1,0,0
493,Emong,CAR,Kalinga,2009,4,4,150,995.1,3,194967,59,219000,25,68,106,90,51,612,13133,19891,3671,239,1,0,0
496,Emong,CAR,Mt. Province,2009,4,4,150,995.1,3,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,1,0,0
824,Kabayan,VII,Bohol,2011,4,9,175,970,0,1266603,265,200310,39,68,102,87,105,1742,74570,127623,39045,3315,1,0,0
842,Mina,CAR,Abra,2011,4,9,195,975.3,1,236005,56,243652,24,62,102,90,57,651,13538,30152,1771,184,1,0,0
843,Mina,CAR,Apayao,2011,4,9,195,975.3,1,113916,25,243652,24,62,104,90,57,651,8569,9927,2563,229,1,0,0
844,Mina,CAR,Benguet,2011,4,9,195,975.3,1,735916,260,243652,24,50,99,90,57,651,13565,175025,1547,1271,1,0,0
847,Mina,CAR,Ifugao,2011,4,9,195,975.3,1,193367,74,243652,24,63,103,90,57,651,16082,16019,4298,166,1,0,0
845,Mina,CAR,Kalinga,2011,4,9,195,975.3,1,203779,62,243652,24,65,103,90,57,651,13445,18002,3652,285,1,0,0
846,Mina,CAR,Mt. Province,2011,4,9,195,975.3,1,154268,65,243652,24,65,103,90,57,651,7330,22227,1141,124,1,0,0
1113,Quinta,VI,Aklan,2012,2,2,75,994,2,551035,313,202000,25,60,100,84,89,1790,6226,42697,45841,11768,1,0,0
1114,Quinta,VI,Capiz,2012,2,2,75,994,2,736083,284,202000,28,59,101,84,89,1790,54057,58838,33129,2139,1,0,0
1116,Quinta,VI,Guimaras,2012,2,2,75,994,2,167514,274,202000,25,58,101,84,89,1790,11261,14288,7180,344,1,0,0
1112,Quinta,VI,Iloilo,2012,2,2,75,994,2,2290648,451,202000,26,61,101,84,89,1790,168072,199943,64659,4216,1,0,0
1115,Quinta,VI,Negros Occidental,2012,2,2,75,994,2,2967451,371,202000,32,63,101,84,89,1790,189426,267424,123001,8881,1,0,0
1306,Agaton,X,Bukidnon,2014,1,4,55,1000,1,1391218,133,180380,48,67,95,92,65,1085,138350,89373,24085,660,1,0,0
1307,Agaton,X,Camiguin,2014,1,4,55,1000,1,87523,363,180380,42,67,98,92,65,1085,6186,9043,2120,153,1,0,0
1308,Agaton,X,Lanao del Norte,2014,1,4,55,1000,1,1000712,240,180380,48,73,100,92,65,1085,67826,67589,34859,2574,1,0,0
1309,Agaton,X,Misamis Occidental,2014,1,4,55,1000,1,595066,297,180380,44,60,98,92,65,1085,43568,41324,30118,2435,1,0,0
1310,Agaton,X,Misamis Oriental,2014,1,4,55,1000,1,1533559,433,180380,25,63,96,92,65,1085,105878,137650,37896,2942,1,0,0
1324,Basyang,VII,Cebu,2014,2,3,45,1004,2,4535374,849,199404,24,62,98,87,53,1779,297909,472786,75293,8925,1,0,0
475,Dante,V,Albay,2009,4,5,140,991.8,1,1217820,473,152000,37,72,103,81,114,1103,27336,145075,56331,18216,1,0,0
476,Dante,V,Camarines Norte,2009,4,5,140,991.8,1,533026,234,152000,42,74,105,81,114,1103,11233,53956,37816,9273,1,0,0
477,Dante,V,Camarines Sur,2009,4,5,140,991.8,2,1778472,323,152000,48,76,104,81,114,1103,54677,173772,105342,16905,1,0,0
478,Dante,V,Catanduanes,2009,4,5,140,991.8,2,241700,162,152000,29,80,105,81,114,1103,9744,25447,10947,1791,1,0,0
480,Dante,V,Masbate,2009,4,5,140,991.8,1,812145,196,152000,56,92,104,81,114,1103,29591,46660,80997,7517,1,0,0
479,Dante,V,Sorsogon,2009,4,5,140,991.8,2,730238,345,152000,39,79,104,81,114,1103,10954,65156,51535,21558,1,0,0
1206,Maring,CAR,Abra,2013,2,4,105,982,1,238568,57,237662,24,62,99,91,55,706,13528,30896,1728,168,1,0,0
1207,Maring,CAR,Apayao,2013,2,4,105,982,1,116520,26,237662,24,60,98,91,55,706,8700,10290,2546,213,1,0,0
1208,Maring,CAR,Benguet,2013,2,4,105,982,1,763245,270,237662,24,51,96,91,55,706,13100,176348,1457,1106,1,0,0
1209,Maring,CAR,Ifugao,2013,2,4,105,982,1,198028,76,237662,24,62,99,91,55,706,16292,16762,4147,149,1,0,0
1210,Maring,CAR,Mt. Province,2013,2,4,105,982,1,154429,65,237662,24,64,99,91,55,706,7390,22819,1104,89,1,0,0
1240,Santi,III,Aurora,2013,4,5,150,976,3,208995,67,239665,24,66,99,92,173,1897,11423,22404,7390,581,1,0,0
1241,Santi,III,Bataan,2013,4,5,150,976,3,730492,532,239665,2,54,100,92,173,1897,11593,116710,9166,3022,1,0,0
1242,Santi,III,Bulacan,2013,4,5,150,976,3,3139773,1128,239665,7,53,99,92,173,1897,53211,531715,13609,7021,1,0,0
1243,Santi,III,Nueva Ecija,2013,4,5,150,976,3,2070770,364,239665,28,56,100,92,173,1897,59168,309621,36281,7373,1,0,0
1244,Santi,III,Pampanga,2013,4,5,150,976,3,2498454,1210,239665,7,54,99,92,173,1897,33061,403932,13206,7647,1,0,0
1245,Santi,III,Tarlac,2013,4,5,150,976,3,1328127,436,239665,17,58,99,92,173,1897,30123,210301,18589,3656,1,0,0
1246,Santi,III,Zambales,2013,4,5,150,976,3,795871,209,239665,17,59,98,92,173,1897,16670,129802,13984,2207,1,0,0
341,Mina,CAR,Abra,2007,4,8,175,992.7,3,230953,55,200696,26,69,105,88,56,580,13514,30175,1614,194,1,0,0
340,Mina,CAR,Apayao,2007,4,8,175,992.7,3,103633,23,200696,26,69,108,88,56,580,8560,9834,2298,231,1,0,0
342,Mina,CAR,Benguet,2007,4,8,175,992.7,2,674459,239,200696,26,53,96,88,56,580,16088,199901,1570,1915,1,0,0
343,Mina,CAR,Ifugao,2007,4,8,175,992.7,3,180815,69,200696,26,68,108,88,56,580,16478,15369,4014,171,1,0,0
339,Mina,CAR,Kalinga,2007,4,8,175,992.7,3,182326,56,200696,26,73,105,88,56,580,14083,16925,3342,295,1,0,0
344,Mina,CAR,Mt. Province,2007,4,8,175,992.7,3,148661,53,200696,26,77,106,88,56,580,7498,21622,1064,114,1,0,0
1584,Lando,I,Ilocos Norte,2015,4,8,185,943,3,593081,173,198464,11,55,99,93,86,2242,11518,100820,5383,1297,1,0,0
1585,Lando,I,Ilocos Sur,2015,4,8,185,943,3,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,1,0,0
1586,Lando,I,La Union,2015,4,8,185,943,3,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,1,0,0
1587,Lando,I,Pangasinan,2015,4,8,185,943,3,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,1,0,0
1636,Nona,IV-B,Marinduque,2015,4,7,150,963,3,234521,246,166983,33,70,99,86,23,832,11751,30285,7753,694,1,0,0
1635,Nona,IV-B,Occidental Mindoro,2015,4,7,150,963,3,487414,83,166983,37,69,93,86,23,832,12853,45225,32534,3582,1,0,0
1634,Nona,IV-B,Oriental Mindoro,2015,4,7,150,963,3,844059,199,166983,31,65,97,86,23,832,24973,89650,42993,5762,1,0,0
1633,Nona,IV-B,Palawan,2015,4,7,150,963,1,1104585,65,166983,28,70,92,86,23,832,41169,58680,118024,4660,1,0,0
1632,Nona,IV-B,Romblon,2015,4,7,150,963,3,292781,191,166983,41,71,98,86,23,832,9098,27057,20670,3260,1,0,0
670,Santi,IV-A,Batangas,2009,4,5,150,961.9,3,2332719,749,249000,17,60,101,94,236,2022,56485,409118,17361,4092,1,0,0
671,Santi,IV-A,Cavite,2009,4,5,150,961.9,3,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,1,0,0
672,Santi,IV-A,Laguna,2009,4,5,150,961.9,3,2602735,1350,249000,8,54,98,94,236,2022,73275,494718,8291,2638,1,0,0
673,Santi,IV-A,Quezon,2009,4,5,150,961.9,3,1951695,221,249000,30,68,104,94,236,2022,110331,267050,84976,16383,1,0,0
674,Santi,IV-A,Rizal,2009,4,5,150,961.9,3,2421173,2047,249000,9,57,100,94,236,2022,75786,422769,15542,3948,1,0,0
61,Caloy,IV-A,Batangas,2006,4,7,160,981,2,2193729,704,209749,14,63,101,92,259,2112,60022,358539,16403,5344,1,0,0
60,Caloy,IV-A,Cavite,2006,4,7,160,981,2,2726986,1787,209749,2,58,97,92,259,2112,68892,486804,16204,6325,1,0,0
58,Caloy,IV-A,Laguna,2006,4,7,160,981,1,2393677,1241,209749,6,57,98,92,259,2112,77213,420719,8344,6156,1,0,0
57,Caloy,IV-A,Quezon,2006,4,7,160,981,2,1852326,210,209749,34,73,105,92,259,2112,150238,269667,90783,66429,1,0,0
59,Caloy,IV-A,Rizal,2006,4,7,160,981,1,2203052,1863,209749,3,60,100,92,259,2112,80425,355231,12039,5408,1,0,0
67,Caloy,V,Albay,2006,4,7,160,981,3,1172927,456,125184,36,77,104,80,123,1115,26955,126543,56990,18368,1,0,0
69,Caloy,V,Camarines Norte,2006,4,7,160,981,2,507389,223,125184,41,79,105,80,123,1115,11616,46546,37271,8194,1,0,0
68,Caloy,V,Camarines Sur,2006,4,7,160,981,2,1672724,303,125184,48,81,105,80,123,1115,54501,150824,102771,15494,1,0,0
70,Caloy,V,Catanduanes,2006,4,7,160,981,3,230188,154,125184,41,87,106,80,123,1115,10422,22190,10628,1600,1,0,0
72,Caloy,V,Masbate,2006,4,7,160,981,2,759871,184,125184,54,100,105,80,123,1115,23365,36420,84473,7097,1,0,0
71,Caloy,V,Sorsogon,2006,4,7,160,981,3,700906,331,125184,41,86,105,80,123,1115,10210,55695,52297,20579,1,0,0
210,Seniang,VI,Aklan,2006,4,6,130,992.8,3,488613,278,129905,42,71,104,82,86,1604,5153,37432,45153,11870,1,0,0
211,Seniang,VI,Antique,2006,4,6,130,992.8,3,508976,186,129905,52,84,105,82,86,1604,25900,38644,36036,3094,1,0,0
209,Seniang,VI,Capiz,2006,4,6,130,992.8,3,694672,268,129905,30,77,104,82,86,1604,52320,51591,34191,2374,1,0,0
212,Seniang,VI,Iloilo,2006,4,6,130,992.8,3,2083107,410,129905,22,61,104,82,86,1604,164316,180774,64552,4532,1,0,0
280,Ineng,IV-B,Occidental Mindoro,2007,4,7,185,991,0,421952,72,118726,41,76,109,84,60,682,13109,42402,32039,3390,1,0,0
281,Ineng,IV-B,Palawan,2007,4,7,185,991,1,892660,52,118726,34,89,109,84,60,682,46503,59177,126456,4001,1,0,0
826,Mina,NCR,Metro Manila,2011,4,9,195,975.3,0,12053536,19456,371173,4,47,97,95,184,465,350258,2064904,48829,28680,1,0,0
1125,Auring,IV-B,Oriental Mindoro,2013,2,2,65,997,1,820172,194,159497,33,66,100,87,64,782,24790,88259,42790,5807,1,0,0
1126,Auring,IV-B,Palawan,2013,2,2,65,997,1,1059091,62,159497,29,72,98,87,64,782,42208,58836,119632,4529,1,0,0
1568,Ineng,CAR,Abra,2015,4,6,180,964,1,241160,57,245161,23,62,96,91,23,677,13531,31049,1759,163,1,0,0
1572,Ineng,CAR,Apayao,2015,4,6,180,964,3,119184,26,245161,23,58,92,91,23,677,8730,10391,2610,209,1,0,0
1569,Ineng,CAR,Benguet,2015,4,6,180,964,1,791590,280,245161,23,51,93,91,23,677,12410,170589,1433,942,1,0,0
1573,Ineng,CAR,Ifugao,2015,4,6,180,964,0,202802,77,245161,23,61,94,91,23,677,16238,17089,4185,144,1,0,0
1570,Ineng,CAR,Kalinga,2015,4,6,180,964,1,212680,65,245161,23,63,93,91,23,677,13232,19329,3671,255,1,0,0
1571,Ineng,CAR,Mt. Province,2015,4,6,180,964,1,154590,65,245161,23,62,94,91,23,677,7361,23099,1115,85,1,0,0
1583,Lando,NCR,Metro Manila,2015,4,8,185,943,2,12877253,20785,371967,4,45,102,95,160,470,343296,2146351,41053,20263,1,0,0
26,Quedan,I,Ilocos Sur,2005,1,3,55,1002.8,1,621761,240,135955,22,63,101,90,124,915,21456,97129,5793,1065,1,0,0
88,Florita,I,Ilocos Norte,2006,4,5,120,982.8,2,542437,159,142358,18,60,102,90,123,978,12295,93790,5508,1373,1,0,0
87,Florita,I,Ilocos Sur,2006,4,5,120,982.8,1,627424,242,142358,21,63,102,90,123,978,21094,101012,5132,962,1,0,0
86,Florita,I,La Union,2006,4,5,120,982.8,1,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,1,0,0
89,Florita,I,Pangasinan,2006,4,5,120,982.8,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,1,0,0
367,Frank,IV-A,Batangas,2008,4,6,160,988,3,2288882,735,235161,16,61,101,94,232,2199,57722,391863,16479,4536,1,0,0
368,Frank,IV-A,Cavite,2008,4,6,160,988,3,2932704,1921,235161,3,56,97,94,232,2199,69082,546028,15628,4671,1,0,0
369,Frank,IV-A,Laguna,2008,4,6,160,988,3,2537310,1316,235161,7,56,98,94,232,2199,75603,466911,8110,3976,1,0,0
370,Frank,IV-A,Quezon,2008,4,6,160,988,3,1916989,217,235161,31,71,105,94,232,2199,135212,282292,87723,38028,1,0,0
371,Frank,IV-A,Rizal,2008,4,6,160,988,3,2359137,1995,235161,6,58,100,94,232,2199,78325,399179,13530,4495,1,0,0
683,Basyang,III,Aurora,2010,4,4,120,995.9,3,201233,64,233003,22,68,106,92,198,1901,11543,24335,7425,590,1,0,0
684,Basyang,III,Bataan,2010,4,4,120,995.9,2,687482,501,233003,2,56,102,92,198,1901,11224,124081,9672,2165,1,0,0
685,Basyang,III,Bulacan,2010,4,4,120,995.9,2,2924433,1051,233003,7,55,100,92,198,1901,50758,574533,15760,4280,1,0,0
686,Basyang,III,Pampanga,2010,4,4,120,995.9,2,2340355,1134,233003,7,57,102,92,198,1901,31297,430976,14601,4323,1,0,0
687,Basyang,III,Zambales,2010,4,4,120,995.9,2,755621,198,233003,17,60,103,92,198,1901,16923,136238,14682,2559,1,0,0
697,Juan,I,Ilocos Norte,2010,4,6,225,988.7,3,568017,166,191816,13,57,101,92,123,807,11079,104778,5505,1285,1,0,0
698,Juan,I,Ilocos Sur,2010,4,6,225,988.7,3,658587,254,191816,18,57,101,92,123,807,20412,113918,5537,686,1,0,0
699,Juan,I,La Union,2010,4,6,225,988.7,3,741906,495,191816,25,63,108,92,123,807,32118,122892,3659,362,1,0,0
700,Juan,I,Pangasinan,2010,4,6,225,988.7,2,2779862,510,191816,22,63,108,92,123,807,109050,428672,48537,7308,1,0,0
206,Seniang,IV-B,Marinduque,2006,4,6,130,992.8,2,227846,239,108946,41,83,102,83,64,686,11861,27781,8184,777,1,0,0
205,Seniang,IV-B,Occidental Mindoro,2006,4,6,130,992.8,3,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,1,0,0
204,Seniang,IV-B,Oriental Mindoro,2006,4,6,130,992.8,3,727808,172,108946,44,85,105,83,64,686,23307,77776,42983,6350,1,0,0
202,Seniang,IV-B,Palawan,2006,4,6,130,992.8,1,871623,51,108946,35,88,109,83,64,686,44131,54197,126289,4125,1,0,0
203,Seniang,IV-B,Romblon,2006,4,6,130,992.8,3,277518,181,108946,46,88,104,83,64,686,7619,23653,22007,3451,1,0,0
461,Nina,CAR,Apayao,2008,4,5,175,983.2,3,106551,24,209648,25,67,108,89,55,599,8683,10213,2455,214,1,0,0
460,Nina,CAR,Benguet,2008,4,5,175,983.2,1,690145,244,209648,25,52,98,89,55,599,13748,183430,1470,1147,1,0,0
462,Nina,CAR,Ifugao,2008,4,5,175,983.2,1,184173,70,209648,25,67,107,89,55,599,16400,16428,4069,151,1,0,0
463,Nina,CAR,Kalinga,2008,4,5,175,983.2,2,188541,57,209648,25,70,105,89,55,599,13600,18348,3503,265,1,0,0
464,Nina,CAR,Mt. Province,2008,4,5,175,983.2,2,150481,63,209648,25,73,106,89,55,599,7439,22537,1083,85,1,0,0
1496,Seniang,VII,Bohol,2014,2,4,65,997,2,1301660,273,199404,39,67,98,87,53,1779,74268,133441,39054,3191,1,0,0
1497,Seniang,VII,Cebu,2014,2,4,65,997,2,4535374,849,199404,24,62,98,87,53,1779,297909,472786,75293,8925,1,0,0
1499,Seniang,VII,Negros Oriental,2014,2,4,65,997,2,1341045,247,199404,43,62,98,87,53,1779,74502,88507,95673,10036,1,0,0
1498,Seniang,VII,Siquijor,2014,2,4,65,997,2,94980,281,199404,32,59,98,87,53,1779,7327,9940,2807,297,1,0,0
1072,Pablo,VII,Bohol,2012,4,8,185,943,3,1278182,268,209000,37,68,101,87,105,1764,74531,130181,38919,3226,1,0,0
1073,Pablo,VII,Cebu,2012,4,8,185,943,3,4347454,814,209000,23,63,101,87,105,1764,297843,456838,75297,9662,1,0,0
1075,Pablo,VII,Siquijor,2012,4,8,185,943,3,93002,276,209000,33,60,100,87,105,1764,7275,9736,2799,299,1,0,0
62,Caloy,IV-B,Marinduque,2006,4,7,160,981,2,227846,239,108946,41,83,102,83,64,686,11861,27781,8184,777,1,0,0
63,Caloy,IV-B,Occidental Mindoro,2006,4,7,160,981,2,415726,71,108946,43,76,109,83,64,686,12408,40170,32056,3595,1,0,0
64,Caloy,IV-B,Oriental Mindoro,2006,4,7,160,981,2,727808,172,108946,44,85,105,83,64,686,23307,77776,42983,6350,1,0,0
66,Caloy,IV-B,Palawan,2006,4,7,160,981,1,871623,51,108946,35,88,109,83,64,686,44131,54197,126289,4125,1,0,0
65,Caloy,IV-B,Romblon,2006,4,7,160,981,2,277518,181,108946,46,88,104,83,64,686,7619,23653,22007,3451,1,0,0
154,Milenyo,VI,Aklan,2006,4,5,130,963.9,2,488613,278,129905,42,71,104,82,86,1604,5153,37432,45153,11870,1,0,0
152,Milenyo,VI,Antique,2006,4,5,130,963.9,1,508976,186,129905,52,84,105,82,86,1604,25900,38644,36036,3094,1,0,0
156,Milenyo,VI,Capiz,2006,4,5,130,963.9,1,694672,268,129905,30,77,104,82,86,1604,52320,51591,34191,2374,1,0,0
153,Milenyo,VI,Iloilo,2006,4,5,130,963.9,1,2083107,410,129905,22,61,104,82,86,1604,164316,180774,64552,4532,1,0,0
155,Milenyo,VI,Negros Occidental,2006,4,5,130,963.9,0,2824219,353,129905,28,65,106,82,86,1604,186709,240559,123986,9181,1,0,0
315,Lando,XIII,Surigao del Norte,2007,4,10,130,998.3,1,409468,208,127646,54,76,103,85,55,582,14949,32931,31639,4009,1,0,0
